ID,DGP,EV
v5_2019_2_22_11.5_8908_8908_8908,0.302130,440.030581
v5_2019_2_22_11.25_8908_8908_8908,0.368963,1010.586858
v5_2019_2_22_11.08_8908_8908_8908,0.356995,850.089173
v5_2019_2_22_11.75_8908_8908_8908,0.331956,890.903054
v5_2019_2_22_11.17_8908_8908_8908,0.364667,1004.777433
v5_2019_2_22_10.92_8908_8908_8908,0.495727,1960.718918
v5_2019_2_22_11.58_8908_8908_8908,0.313553,596.301037
v5_2019_2_22_11.33_8908_8908_8908,0.336407,787.297937
v5_2019_2_22_11.67_8908_8908_8908,0.321855,827.962460
v5_2019_2_25_11.08_8908_8908_8908,0.642279,3520.908394
v5_2019_2_25_10.92_8908_8908_8908,0.648581,3580.534434
v5_2019_2_25_11.75_8908_8908_8908,0.598855,3277.256270
v5_2019_2_25_10.83_8908_8908_8908,0.654824,3591.458081
v5_2019_2_25_10.33_8908_8908_8908,0.640371,3137.484411
v5_2019_2_25_10.58_8908_8908_8908,0.662612,3531.612334
v5_2019_2_25_10.42_8908_8908_8908,0.652355,3342.334935
v5_2019_2_25_11.42_8908_8908_8908,0.610496,3365.642612
v5_2019_2_25_11.58_8908_8908_8908,0.608442,3346.582880
v5_2019_2_25_10.75_8908_8908_8908,0.649876,3450.883791
v5_2019_2_25_11.67_8908_8908_8908,0.614700,3485.411804
v5_2019_2_25_10.67_8908_8908_8908,0.649056,3493.737192
v5_2019_2_25_10.25_8908_8908_8908,0.636877,3030.803711
v5_2019_2_25_11.17_8908_8908_8908,0.630805,3490.213845
v5_2019_2_25_11.33_8908_8908_8908,0.616132,3377.984402
v5_2019_2_25_11.5_8908_8908_8908,0.609583,3317.069204
v5_2019_2_25_10.5_8908_8908_8908,0.652761,3389.969358
v5_2019_2_25_11.25_8908_8908_8908,0.621482,3294.564929
v5_2019_2_25_11.0_8908_8908_8908,0.633680,3414.559286
v5_2019_2_22_11.33_8909_8909_8909,0.181812,198.580528
v5_2019_2_22_11.5_8909_8909_8909,0.066078,126.024306
v5_2019_2_22_10.92_8909_8909_8909,0.365693,574.149964
v5_2019_2_22_11.25_8909_8909_8909,0.268504,298.486232
v5_2019_2_22_11.58_8909_8909_8909,0.159800,192.987261
v5_2019_2_22_11.67_8909_8909_8909,0.225086,266.037964
v5_2019_2_22_11.83_8909_8909_8909,0.245370,504.549314
v5_2019_2_22_11.42_8909_8909_8909,0.085589,140.101639
v5_2019_2_22_11.75_8909_8909_8909,0.233625,285.333165
v5_2019_2_22_11.0_8909_8909_8909,0.298900,334.016323
v5_2019_2_22_11.08_8909_8909_8909,0.257436,274.791674
v5_2019_2_22_11.92_8909_8909_8909,0.253759,361.333034
v5_2019_2_22_11.17_8909_8909_8909,0.268361,317.369393
v6_2019_3_22_11.33_8905_8905_8905,1.000000,32059.515052
v6_2019_3_28_11.33_8909_8909_8909,0.181187,391.633950
v6_2019_3_28_11.08_8909_8909_8909,0.409841,779.465920
v6_2019_3_28_10.67_8905_8905_8905,1.000000,22644.745170
v6_2019_3_26_9.75_8905_8905_8905,1.000000,23983.546272
v6_2019_3_22_9.58_8909_8909_8909,0.436037,663.649532
v6_2019_3_20_11.25_8909_8909_8909,0.408279,834.420018
v6_2019_3_28_10.67_8909_8909_8909,0.354086,576.419611
v6_2019_3_28_9.67_8906_8906_8906,1.000000,11121.531454
v6_2019_3_22_10.33_8906_8906_8906,0.858719,7792.527184
v6_2019_3_28_10.5_8909_8909_8909,0.433509,828.088197
v6_2019_3_26_9.58_8905_8905_8905,1.000000,14606.450472
v6_2019_3_28_9.33_8905_8905_8905,1.000000,35023.986091
v6_2019_3_26_11.5_8909_8909_8909,0.170088,300.025136
v6_2019_3_22_9.5_8909_8909_8909,0.450258,696.259972
v6_2019_3_20_10.5_8905_8905_8905,1.000000,34143.815493
v6_2019_3_28_10.17_8905_8905_8905,1.000000,36110.588382
v6_2019_3_28_10.92_8905_8905_8905,1.000000,32526.033760
v6_2019_3_22_9.08_8905_8905_8905,1.000000,36234.309736
v6_2019_3_26_9.08_8909_8909_8909,0.480637,727.488008
v6_2019_3_21_9.75_8909_8909_8909,0.470782,784.397347
v6_2019_3_22_10.17_8909_8909_8909,0.441906,705.217573
v6_2019_3_26_11.67_8906_8906_8906,0.340208,3056.862812
v6_2019_3_20_9.17_8906_8906_8906,1.000000,9574.990782
v6_2019_3_21_11.5_8905_8905_8905,1.000000,15574.326792
v6_2019_3_22_9.83_8909_8909_8909,0.454479,727.719114
v6_2019_3_26_9.5_8905_8905_8905,1.000000,23220.406458
v6_2019_3_28_11.0_8909_8909_8909,0.406355,789.858614
v6_2019_3_21_11.83_8906_8906_8906,0.417089,4380.422234
v6_2019_3_22_10.0_8905_8905_8905,1.000000,30371.338384
v6_2019_3_20_11.5_8909_8909_8909,0.331189,512.052418
v6_2019_3_20_11.42_8906_8906_8906,0.932784,9165.280833
v6_2019_3_21_10.08_8909_8909_8909,0.454237,752.390070
v6_2019_3_22_11.0_8909_8909_8909,0.407773,708.642921
v6_2019_3_26_11.33_8905_8905_8905,0.765025,10280.341172
v6_2019_3_26_9.25_8909_8909_8909,0.448318,663.934528
v6_2019_3_21_10.58_8905_8905_8905,1.000000,36133.971288
v6_2019_3_22_11.75_8909_8909_8909,0.183486,419.798349
v6_2019_3_20_9.75_8905_8905_8905,1.000000,35038.930930
v6_2019_3_26_10.67_8905_8905_8905,0.818992,9137.901407
v6_2019_3_21_11.42_8905_8905_8905,1.000000,31168.180983
v6_2019_3_22_9.67_8906_8906_8906,0.932021,8454.395570
v6_2019_3_26_10.0_8909_8909_8909,0.500038,1092.939822
v6_2019_3_20_11.83_8905_8905_8905,1.000000,14752.228278
v6_2019_3_21_9.25_8905_8905_8905,1.000000,35705.799699
v6_2019_3_22_11.25_8905_8905_8905,1.000000,32103.317479
v6_2019_3_20_9.5_8906_8906_8906,1.000000,10539.139260
v6_2019_3_28_11.17_8906_8906_8906,0.983291,9891.442534
v6_2019_3_21_11.58_8906_8906_8906,0.427921,4568.669404
v6_2019_3_22_9.33_8905_8905_8905,1.000000,43979.457464
v6_2019_3_26_10.33_8906_8906_8906,0.417905,2318.132326
v6_2019_3_20_9.92_8906_8906_8906,1.000000,9989.611059
v6_2019_3_21_10.42_8906_8906_8906,1.000000,10959.915863
v6_2019_3_22_11.58_8909_8909_8909,0.187511,484.897019
v6_2019_3_20_11.33_8909_8909_8909,0.401412,773.395748
v6_2019_3_26_9.42_8906_8906_8906,1.000000,12698.552276
v6_2019_3_21_9.08_8909_8909_8909,0.489506,763.358763
v6_2019_3_22_10.42_8909_8909_8909,0.441520,798.572788
v6_2019_3_20_11.08_8909_8909_8909,0.415360,793.115546
v6_2019_3_26_9.83_8905_8905_8905,1.000000,13079.912865
v6_2019_3_21_10.75_8909_8909_8909,0.430232,738.803849
v6_2019_3_22_11.08_8905_8905_8905,1.000000,27957.395618
v6_2019_3_20_10.17_8905_8905_8905,1.000000,35895.684598
v6_2019_3_28_9.33_8909_8909_8909,0.464066,768.411054
v6_2019_3_21_10.0_8909_8909_8909,0.460621,728.560765
v6_2019_3_22_10.5_8909_8909_8909,0.436951,838.791807
v6_2019_3_20_10.83_8906_8906_8906,0.984649,9710.214512
v6_2019_3_26_11.0_8905_8905_8905,0.985096,11825.130401
v6_2019_3_21_9.83_8905_8905_8905,1.000000,35947.684218
v6_2019_3_22_11.83_8909_8909_8909,0.182895,414.205628
v6_2019_3_20_9.25_8909_8909_8909,0.479437,697.114615
v6_2019_3_28_10.92_8909_8909_8909,0.403779,766.673015
v6_2019_3_21_9.42_8906_8906_8906,1.000000,10578.164662
v6_2019_3_22_10.08_8906_8906_8906,0.931412,8574.602609
v6_2019_3_20_10.75_8906_8906_8906,1.000000,10232.871893
v6_2019_3_26_10.25_8906_8906_8906,0.552890,3998.979702
v6_2019_3_21_10.25_8905_8905_8905,1.000000,34280.845148
v6_2019_3_22_11.25_8909_8909_8909,0.399622,848.012052
v6_2019_3_28_9.17_8906_8906_8906,1.000000,9939.264093
v6_2019_3_20_11.17_8906_8906_8906,0.967359,9423.228901
v6_2019_4_1_9.75_8906_8906_8906,1.000000,15004.320813
v6_2019_3_22_9.92_8906_8906_8906,1.000000,11533.772718
v6_2019_3_20_9.33_8909_8909_8909,0.479128,701.650858
v6_2019_3_21_11.25_8906_8906_8906,0.926959,9040.554639
v6_2019_3_26_11.25_8905_8905_8905,0.973965,11746.211156
v6_2019_3_22_11.0_8905_8905_8905,1.000000,31556.673959
v6_2019_3_26_10.17_8909_8909_8909,0.496719,1047.237567
v6_2019_3_20_9.58_8905_8905_8905,1.000000,35106.666782
v6_2019_4_1_11.75_8909_8909_8909,0.185476,451.591823
v6_2019_3_22_11.75_8905_8905_8905,1.000000,14789.944387
v6_2019_3_20_11.75_8905_8905_8905,1.000000,14855.000834
v6_2019_3_26_11.75_8909_8909_8909,0.165552,282.669911
v6_2019_3_21_9.58_8905_8905_8905,1.000000,36590.225927
v6_2019_3_22_10.75_8906_8906_8906,1.000000,10022.789330
v8_2019_4_1_11.42_8905_8905_8905,0.965622,13740.277378
v6_2019_3_20_10.67_8909_8909_8909,0.416399,753.120157
v6_2019_3_21_10.58_8909_8909_8909,0.439860,796.009115
v6_2019_3_22_11.08_8909_8909_8909,0.393265,601.587556
v8_2019_4_1_10.25_8909_8909_8909,0.472614,1007.757060
v6_2019_3_26_9.92_8906_8906_8906,0.919244,8481.331595
v6_2019_4_1_11.25_8905_8905_8905,0.978184,13955.392504
v6_2019_3_22_10.5_8905_8905_8905,1.000000,35556.285613
v8_2019_4_1_9.25_8906_8906_8906,1.000000,14832.283869
v6_2019_3_20_9.42_8906_8906_8906,1.000000,10435.151961
v6_2019_3_21_11.42_8909_8909_8909,0.402059,678.735957
v6_2019_3_22_10.83_8906_8906_8906,0.871309,8076.372220
v8_2019_4_1_10.75_8905_8905_8905,1.000000,47995.683453
v6_2019_4_1_10.25_8906_8906_8906,1.000000,14002.231714
v6_2019_3_20_11.92_8906_8906_8906,0.412666,4308.527739
v6_2019_3_22_9.17_8906_8906_8906,1.000000,9512.859381
v8_2019_4_1_11.5_8906_8906_8906,0.394350,4005.281055
v6_2019_3_21_9.25_8909_8909_8909,0.484744,720.397234
v6_2019_3_20_10.0_8909_8909_8909,0.458645,738.966840
v6_2019_3_22_11.83_8905_8905_8905,1.000000,14738.364609
v8_2019_4_1_11.75_8906_8906_8906,0.386787,3877.897922
v6_2019_3_20_9.83_8905_8905_8905,1.000000,35085.711854
v6_2019_4_1_11.58_8909_8909_8909,0.184959,443.139149
v6_2019_3_22_9.33_8909_8909_8909,0.508373,845.551321
v8_2019_4_1_9.42_8905_8905_8905,1.000000,48909.257673
v6_2019_3_20_10.92_8905_8905_8905,1.000000,32827.820686
v6_2019_4_1_10.42_8909_8909_8909,0.479003,1033.517376
v6_2019_3_22_10.58_8906_8906_8906,1.000000,10771.691419
v8_2019_4_1_10.58_8909_8909_8909,0.467987,1079.312715
v6_2019_3_20_9.08_8909_8909_8909,0.479712,663.951423
v6_2019_3_21_11.08_8906_8906_8906,0.987323,9865.285205
v6_2019_3_22_11.42_8906_8906_8906,0.838736,7562.312739
v8_2019_4_1_11.42_8909_8909_8909,0.185562,452.501533
v6_2019_3_20_10.17_8909_8909_8909,0.458522,739.299524
v6_2019_3_21_10.83_8909_8909_8909,0.432278,743.172660
v6_2019_3_22_11.58_8905_8905_8905,1.000000,15493.081603
v8_2019_4_1_9.58_8906_8906_8906,1.000000,14532.991452
v6_2019_3_20_9.25_8905_8905_8905,1.000000,34733.376409
v6_2019_4_1_9.42_8905_8905_8905,1.000000,50425.091359
v6_2019_3_22_10.42_8905_8905_8905,1.000000,36388.309938
v8_2019_4_1_10.08_8905_8905_8905,1.000000,53393.046304
v6_2019_3_20_10.33_8906_8906_8906,1.000000,10373.224878
v6_2019_4_1_9.58_8906_8906_8906,1.000000,14907.876062
v8_2019_4_1_10.67_8905_8905_8905,1.000000,48091.495988
v8_2019_4_1_11.08_8906_8906_8906,1.000000,10661.175005
v6_2019_3_20_11.5_8905_8905_8905,1.000000,21136.867036
v6_2019_3_21_9.75_8905_8905_8905,1.000000,37625.118767
v8_2019_4_1_11.0_8905_8905_8905,1.000000,44161.371588
v8_2019_4_1_10.83_8909_8909_8909,0.460966,957.343203
v6_2019_3_20_9.75_8909_8909_8909,0.465130,709.147945
v6_2019_3_21_11.5_8909_8909_8909,0.183767,425.657380
v8_2019_4_1_11.67_8906_8906_8906,0.394844,4014.477759
v8_2019_4_1_9.83_8906_8906_8906,1.000000,16625.090889
v6_2019_3_20_11.33_8905_8905_8905,1.000000,30692.470995
v6_2019_3_21_10.08_8905_8905_8905,1.000000,36074.380245
v8_2019_4_1_10.92_8909_8909_8909,0.456260,964.664500
v8_2019_4_1_10.75_8909_8909_8909,0.466645,1063.133203
v6_2019_3_20_10.0_8905_8905_8905,1.000000,35217.451885
v6_2019_3_22_9.83_8906_8906_8906,1.000000,10125.911703
v8_2019_4_1_9.92_8906_8906_8906,1.000000,14569.303226
v8_2019_4_1_9.75_8906_8906_8906,1.000000,14537.025265
v6_2019_3_20_9.83_8909_8909_8909,0.452938,707.954085
v6_2019_3_22_10.17_8906_8906_8906,1.000000,10014.458220
v8_2019_4_1_10.33_8906_8906_8906,1.000000,14378.774914
v8_2019_4_1_11.25_8906_8906_8906,0.397285,4053.384953
v6_2019_3_20_10.92_8909_8909_8909,0.420335,757.662727
v6_2019_3_22_9.42_8905_8905_8905,1.000000,33016.679262
v8_2019_4_1_9.33_8909_8909_8909,0.496134,971.705912
v8_2019_4_1_10.25_8905_8905_8905,1.000000,47265.510571
v6_2019_3_20_9.08_8905_8905_8905,1.000000,32751.502794
v6_2019_3_22_9.5_8906_8906_8906,0.993140,9316.835512
v8_2019_4_1_11.33_8905_8905_8905,0.969105,13800.089274
v8_2019_3_20_11.33_8906_8906_8906,0.943294,9203.123151
v6_2019_3_20_9.58_8909_8909_8909,0.470345,746.746147
v6_2019_3_22_10.33_8909_8909_8909,0.398677,585.095307
v8_2019_4_1_10.17_8909_8909_8909,0.485119,1056.314433
v8_2019_3_20_9.25_8905_8905_8905,1.000000,34347.385499
v6_2019_3_20_10.67_8905_8905_8905,1.000000,33488.282860
v6_2019_3_22_9.58_8906_8906_8906,0.941407,8610.464628
v8_2019_4_1_9.17_8906_8906_8906,1.000000,14972.929219
v8_2019_3_20_10.33_8905_8905_8905,1.000000,34966.033418
v6_2019_3_20_11.67_8906_8906_8906,0.427345,4555.253269
v6_2019_3_22_10.92_8906_8906_8906,0.951302,9227.438400
v8_2019_4_1_10.5_8905_8905_8905,1.000000,50776.731334
v8_2019_3_20_11.17_8909_8909_8909,0.415952,770.335118
v6_2019_3_20_11.25_8906_8906_8906,0.974066,9667.134488
v6_2019_3_22_11.92_8905_8905_8905,0.990338,14141.342271
v8_2019_4_1_11.92_8906_8906_8906,0.392885,3976.710678
v8_2019_3_20_11.5_8905_8905_8905,1.000000,20469.086829
v6_2019_3_20_10.25_8905_8905_8905,1.000000,35641.174311
v6_2019_3_22_11.67_8909_8909_8909,0.190383,531.254284
v8_2019_4_1_10.92_8905_8905_8905,1.000000,44248.141117
v8_2019_3_20_9.75_8909_8909_8909,0.462321,767.100571
v6_2019_3_20_9.17_8909_8909_8909,0.477397,655.608340
v6_2019_3_22_9.75_8906_8906_8906,0.859266,7672.838000
v8_2019_4_1_10.67_8909_8909_8909,0.467115,1013.126692
v6_2019_3_20_10.75_8909_8909_8909,0.431737,741.022126
v8_2019_3_20_9.5_8909_8909_8909,0.469416,763.181167
v6_2019_3_22_11.33_8906_8906_8906,0.955873,9528.828889
v8_2019_4_1_9.67_8906_8906_8906,1.000000,14628.806809
v6_2019_3_20_9.33_8906_8906_8906,1.000000,10410.618332
v8_2019_3_20_11.67_8905_8905_8905,1.000000,14719.518532
v6_2019_3_22_9.42_8909_8909_8909,0.464446,715.021238
v8_2019_4_1_11.0_8909_8909_8909,0.448802,987.410299
v6_2019_3_20_10.08_8905_8905_8905,1.000000,34961.082083
v8_2019_3_20_10.0_8905_8905_8905,1.000000,35453.741010
v6_2019_3_22_10.33_8905_8905_8905,1.000000,26394.647691
v8_2019_4_1_10.17_8905_8905_8905,1.000000,50861.268077
v6_2019_3_20_9.92_8909_8909_8909,0.454663,750.339859
v8_2019_3_20_9.83_8909_8909_8909,0.452815,809.949047
v6_2019_3_22_9.08_8906_8906_8906,1.000000,10709.316768
v8_2019_4_1_10.5_8909_8909_8909,0.468305,1000.380822
v6_2019_3_20_10.83_8909_8909_8909,0.422939,674.900136
v8_2019_3_20_10.67_8906_8906_8906,0.952153,9136.297567
v6_2019_3_22_10.0_8906_8906_8906,0.953839,8983.084220
v8_2019_4_1_11.17_8906_8906_8906,0.395161,4021.236880
v6_2019_3_20_11.08_8906_8906_8906,0.995819,9980.130720
v8_2019_3_20_9.08_8905_8905_8905,1.000000,32994.155063
v6_2019_3_22_11.67_8905_8905_8905,1.000000,15113.366599
v8_2019_4_1_9.5_8906_8906_8906,1.000000,13922.336603
v6_2019_3_20_9.67_8905_8905_8905,1.000000,35601.960531
v8_2019_3_20_9.58_8909_8909_8909,0.468125,771.474113
v6_2019_3_22_10.67_8906_8906_8906,1.000000,10915.534684
v8_2019_4_1_9.33_8905_8905_8905,1.000000,48703.237683
v6_2019_3_20_10.58_8909_8909_8909,0.434381,741.776288
v8_2019_3_20_11.92_8909_8909_8909,0.185359,448.333206
v8_2019_4_1_11.33_8909_8909_8909,0.186076,462.098807
v6_2019_3_22_11.5_8906_8906_8906,0.430678,4609.900870
v6_2019_3_20_11.42_8909_8909_8909,0.396012,735.380948
v8_2019_3_20_11.17_8905_8905_8905,1.000000,32736.684293
v6_2019_3_22_9.25_8906_8906_8906,1.000000,13917.723800
v8_2019_4_1_11.25_8909_8909_8909,0.187610,485.990248
v6_2019_3_20_10.75_8905_8905_8905,1.000000,34715.445610
v8_2019_4_1_9.25_8905_8905_8905,1.000000,50217.105102
v6_2019_3_22_11.92_8909_8909_8909,0.186519,466.022132
v8_2019_3_20_11.5_8909_8909_8909,0.353394,606.235778
v6_2019_3_20_11.75_8906_8906_8906,0.424878,4511.026598
v8_2019_4_1_10.75_8906_8906_8906,1.000000,14150.620581
v6_2019_3_22_10.58_8909_8909_8909,0.443787,788.256453
v8_2019_3_20_9.75_8905_8905_8905,1.000000,35282.587617
v6_2019_3_20_10.25_8909_8909_8909,0.447689,751.061487
v8_2019_4_1_9.75_8909_8909_8909,0.486953,1010.562233
v6_2019_3_22_9.33_8906_8906_8906,1.000000,12969.709399
v8_2019_3_20_10.17_8906_8906_8906,1.000000,10475.490644
v6_2019_3_20_9.17_8905_8905_8905,1.000000,32359.643429
v8_2019_4_1_11.75_8905_8905_8905,0.921807,12993.384695
v6_2019_3_22_11.42_8909_8909_8909,0.387037,631.512657
v8_2019_3_20_9.5_8905_8905_8905,1.000000,35269.465242
v6_2019_3_20_10.5_8906_8906_8906,1.000000,10110.403971
v8_2019_4_1_11.5_8905_8905_8905,0.954033,13542.715562
v8_2019_3_20_9.25_8909_8909_8909,0.479533,694.435331
v6_2019_3_22_9.17_8909_8909_8909,0.472400,677.594117
v6_2019_3_20_11.58_8906_8906_8906,0.428843,4577.901214
v8_2019_4_1_9.08_8905_8905_8905,1.000000,48566.268889
v6_2019_3_22_10.83_8909_8909_8909,0.395729,608.128809
v8_2019_3_20_10.33_8909_8909_8909,0.443140,767.413062
v6_2019_3_20_10.42_8906_8906_8906,1.000000,10455.440379
v8_2019_4_1_11.83_8905_8905_8905,0.940694,13311.976046
v6_2019_3_22_11.08_8906_8906_8906,0.880947,8327.860584
v8_2019_3_20_9.58_8905_8905_8905,1.000000,35130.921610
v6_2019_3_20_9.67_8909_8909_8909,0.477528,802.109268
v8_2019_4_1_10.83_8906_8906_8906,1.000000,14062.940691
v6_2019_3_22_10.08_8905_8905_8905,1.000000,28902.980298
v8_2019_3_20_10.92_8906_8906_8906,0.986591,9741.078813
v6_2019_3_20_10.58_8905_8905_8905,1.000000,34910.389203
v8_2019_4_1_10.0_8905_8905_8905,1.000000,51010.833669
v6_2019_3_22_9.67_8905_8905_8905,1.000000,28605.204453
v8_2019_3_20_11.92_8905_8905_8905,0.968017,13766.180693
v6_2019_3_20_11.42_8905_8905_8905,1.000000,30976.977954
v8_2019_4_1_9.83_8909_8909_8909,0.507649,1119.291138
v6_2019_3_22_10.75_8909_8909_8909,0.420750,781.279734
v8_2019_3_20_9.42_8906_8906_8906,1.000000,10215.516060
v6_2019_3_20_11.0_8906_8906_8906,0.971772,9596.412304
v8_2019_4_1_11.08_8909_8909_8909,0.437700,831.250068
v6_2019_3_22_9.92_8909_8909_8909,0.463632,773.279866
v6_2019_3_20_10.08_8909_8909_8909,0.451548,728.386544
v8_2019_3_20_11.67_8909_8909_8909,0.188635,502.949933
v8_2019_4_1_11.58_8905_8905_8905,0.941533,13329.348801
v6_2019_3_22_11.25_8906_8906_8906,0.958523,9521.924570
v6_2019_3_20_9.92_8905_8905_8905,1.000000,33810.776473
v8_2019_3_20_10.0_8909_8909_8909,0.463035,780.403344
v8_2019_4_1_10.42_8905_8905_8905,1.000000,49877.914670
v6_2019_3_26_11.08_8905_8905_8905,0.977842,11780.246702
v6_2019_3_20_11.83_8906_8906_8906,0.418725,4410.596022
v8_2019_3_20_9.83_8905_8905_8905,1.000000,33697.034917
v8_2019_4_1_10.58_8906_8906_8906,1.000000,15233.057956
v6_2019_3_26_9.33_8909_8909_8909,0.467479,791.322183
v6_2019_3_20_10.83_8905_8905_8905,1.000000,32823.376711
v8_2019_4_1_11.42_8906_8906_8906,0.398060,4071.559383
v8_2019_3_20_9.08_8909_8909_8909,0.479998,714.098715
v6_2019_3_26_11.83_8909_8909_8909,0.165669,282.668947
v6_2019_3_20_9.58_8906_8906_8906,1.000000,10364.402153
v8_2019_4_1_9.58_8909_8909_8909,0.488121,1021.309684
v8_2019_3_20_10.83_8905_8905_8905,1.000000,31976.548953
v6_2019_3_26_10.08_8906_8906_8906,1.000000,9927.041222
v6_2019_3_20_9.42_8905_8905_8905,1.000000,35273.365221
v8_2019_4_1_9.75_8905_8905_8905,1.000000,49290.795559
v8_2019_3_20_11.83_8906_8906_8906,0.407454,4219.076233
v6_2019_3_22_9.17_8905_8905_8905,1.000000,32195.981492
v6_2019_3_20_11.67_8909_8909_8909,0.184488,435.192483
v8_2019_4_1_11.75_8909_8909_8909,0.185622,455.401873
v8_2019_3_20_11.0_8905_8905_8905,1.000000,32544.539196
v6_2019_3_26_9.17_8906_8906_8906,1.000000,11795.589931
v6_2019_3_20_9.83_8906_8906_8906,1.000000,10344.687843
v8_2019_4_1_11.5_8909_8909_8909,0.186535,469.901246
v6_2019_3_22_10.83_8905_8905_8905,1.000000,27275.870440
v8_2019_3_20_10.08_8909_8909_8909,0.449999,807.634517
v6_2019_3_20_11.92_8905_8905_8905,1.000000,14434.916427
v8_2019_4_1_11.25_8905_8905_8905,0.961922,13678.291644
v6_2019_3_26_10.5_8905_8905_8905,0.565652,4952.709794
v8_2019_3_20_11.42_8905_8905_8905,1.000000,30796.144324
v6_2019_3_20_10.92_8906_8906_8906,0.985356,9768.442641
v8_2019_4_1_10.25_8906_8906_8906,1.000000,13975.698941
v6_2019_3_22_10.5_8906_8906_8906,1.000000,10500.474322
v8_2019_3_20_10.58_8905_8905_8905,1.000000,33692.510406
v6_2019_3_20_10.33_8909_8909_8909,0.443127,735.146961
v8_2019_4_1_9.25_8909_8909_8909,0.497371,1054.960811
v8_2019_3_20_9.92_8906_8906_8906,1.000000,9890.790772
v6_2019_3_26_10.42_8909_8909_8909,0.098998,151.587775
v6_2019_3_20_9.5_8905_8905_8905,1.000000,35787.549871
v8_2019_4_1_9.42_8906_8906_8906,1.000000,14456.424588
v8_2019_3_20_10.42_8906_8906_8906,1.000000,10133.238540
